Average_EAR,Drowsiness
0.40211926254770636,0
0.38475409443385816,0
0.36824379144463076,0
0.35465958755156923,0
0.344482079004756,0
0.35368702226757937,0
0.35762215038631134,0
0.3761457084158587,0
0.37479260893788463,0
0.35884822670533856,0
0.3804357171973703,0
0.37567314058455503,0
0.39343645281165773,0
0.4042310986278985,0
0.3882705705722823,0
0.3429665814238206,0
0.38925659030011217,0
0.37350923465261354,0
0.3722757781925793,0
0.37159906729938463,0
0.3795247358752921,0
0.15180485173367333,0
0.386039370447268,0
0.40010913961682804,0
0.40967383825919834,0
0.4028903151373159,0
0.39865877488163215,0
0.3975922700214928,0
0.39855915899625105,0
0.4086868801691659,0
0.37383476580480896,0
0.3810558030639588,0
0.37942219918921644,0
0.36707998483275317,0
0.3673441846590832,0
0.3853325846313639,0
0.3608156071836247,0
0.3714674898470216,0
0.37855949270642475,0
0.36747349161514165,0
0.39858711300422395,0
0.39611176912813645,0
0.39619540011173393,0
0.3959187786800147,0
0.3889147024559255,0
0.3964878246351774,0
0.375168942063216,0
0.3885995689740661,0
0.3759354730853084,0
0.3825923494659278,0
0.3757782485831127,0
0.3802294859957315,0
0.38146703842494856,0
0.3702484155316962,0
0.13695036538549138,0
0.3781163475126109,0
0.3839634209815643,0
0.37369245753847424,0
0.3700089476920708,0
0.3875640455619147,0
0.3869038041386338,0
0.39426140868631676,0
0.3909853191030658,0
0.3695031593745815,0
0.38585943330186745,0
0.38109345700903763,0
0.38866075623101815,0
0.40061166472160176,0
0.40100818947504246,0
0.39481801724362303,0
0.38324212529045865,0
0.3849472220275753,0
0.38257435900084724,0
0.38104941972262363,0
0.37739563113509744,0
0.3795908201457646,0
0.37190876043826665,0
0.3833682128348221,0
0.325279326015959,0
0.36829861102836525,0
0.336368379471248,0
0.3705747208393355,0
0.35167576177457593,0
0.3991241057557503,0
0.3894529225639235,0
0.39870657871643134,0
0.37649931477828624,0
0.36877713170758364,0
0.38487879047844953,0
0.41386996103392276,0
0.3936930224529053,0
0.3984667853182754,0
0.42192725273157206,0
0.41153209747446173,0
0.40274922838876404,0
0.3798678253103237,0
0.3660972577439533,0
0.3601256389372629,0
0.3903853439457404,0
0.3484376128131128,0
0.3680979158317129,0
0.34724483017276797,0
0.31782746255520855,0
0.14474711782571192,0
0.3810483754735497,0
0.3548819901606173,0
0.3925953658669139,0
0.35172393370616206,0
0.3859485293610695,0
0.3532345444931121,0
0.38658792606390924,0
0.3852328547852045,0
0.36247580225989307,0
0.40007296672250214,0
0.36358571286588004,0
0.3828114612708873,0
0.34787836728702126,0
0.3510875410475127,0
0.37075608338641997,0
0.3515294029772966,0
0.3929145015400207,0
0.3615083379375855,0
0.3924933646963629,0
0.38468674478334197,0
0.36158057844803904,0
0.3850878327248596,0
0.359754452769322,0
0.3712015123887873,0
0.36765567575279856,0
0.3585084545646334,0
0.33236859730611235,0
0.328061282852815,0
0.2700907105827206,0
0.2771579110376978,0
0.3584901835902119,0
0.35066553513839027,0
0.3565178626157135,0
0.361238597072537,0
0.39077079757922095,0
0.3892666385041834,0
0.33785411418566036,0
0.3506487380318625,0
0.3694218724236858,0
0.40547040038256754,0
0.3785237648200931,0
0.38875761545663545,0
0.39061662576847644,0
0.3749781057330581,0
0.405406151523348,0
0.35676552778449244,0
0.37391823983415595,0
0.3525787530865634,0
0.3453332552017483,0
0.3289755577947037,0
0.3792234438926343,0
0.37355324908153154,0
0.37302834238214866,0
0.3983431605638966,0
0.3576636445982849,0
0.3751129157177205,0
0.37123039526585605,0
0.3794508610498376,0
0.39656070613499117,0
0.39963816056255064,0
0.37814918803466047,0
0.37552078734956407,0
0.392851099151894,0
0.40627288201068407,0
0.3828871211147156,0
0.3954656679083771,0
0.4101962255823256,0
0.391569279006856,0
0.38694975214753424,0
0.3893816605371234,0
0.4036261005718181,0
0.3989124834959599,0
0.3914099348091924,0
0.38351760360994824,0
0.3944611623167894,0
0.38880336895725565,0
0.3920897029738558,0
0.36205672195657623,0
0.4020429028855513,0
0.2546186839773905,0
0.33458180620169486,0
0.389882351813446,0
0.39078584440790487,0
0.3854786336649523,0
0.3812761459777708,0
0.4004674248456632,0
0.3871993670068224,0
0.3835914586459764,0
0.39343767990888,0
0.3999226449350769,0
0.3973757737141481,0
0.4042142161932068,0
0.3896630651642018,0
0.30908753413328016,0
0.3341058650007652,0
0.33070499338929693,0
0.3596858989693442,0
0.3811957053879028,0
0.35605589534233995,0
0.38290499218329177,0
0.3848382116842485,0
0.3973408531077659,0
0.39367820033421375,0
0.40511161820772285,0
0.3708538694002938,0
0.37954727436994307,0
0.3614977327073297,0
0.374589654855349,0
0.36741131323930953,0
0.3407406860038428,0
0.38119846674376007,0
0.35614730714609166,0
0.37394925581550625,0
0.3575772540281404,0
0.29024325400041984,0
0.3674408617794596,0
0.3725716894145065,0
0.3948197696829666,0
0.3590399261507027,0
0.3704373783454458,0
0.3979133447526872,0
0.38156086077308715,0
0.37964780751039345,0
0.37772375326010404,0
0.3700134599185585,0
0.39582303494968196,0
0.38820656596344966,0
0.3978749325870893,0
0.4023845205965149,0
0.37109008063644255,0
0.37477428469036334,0
0.3850568076539106,0
0.3890703617119817,0
0.3860088525445759,0
0.40295406997693684,0
0.41162495572348545,0
0.39940974670311724,0
0.3856827766495059,0
0.3949984742329018,0
0.38899881915290146,0
0.38046824993505335,0
0.3790332821820962,0
0.3920396308219427,0
0.3894321161308466,0
