Average_MAR,Yawn
0.32194583087745093,0
0.33799464611332136,0
0.33832146899899473,0
0.35235930599829735,0
0.33359038626016685,0
0.3404299109679241,0
0.33814128156221596,0
0.35045119614410664,0
0.3387270626013465,0
0.32686553518341616,0
0.3453236115047039,0
0.3592546759747557,0
0.3265584342251898,0
0.33378228661731935,0
0.3403895617645549,0
0.3598171019386238,0
0.35771337434263506,0
0.3288788994510814,0
0.3451769760558093,0
0.3403895617645549,0
0.3504275147393308,0
0.35957477951346883,0
0.35253531832136586,0
0.3502558064729035,0
0.35771020000964665,0
0.3625705046643797,0
0.35045119614410664,0
0.36625166432264955,0
0.373241951800037,0
0.36790127935541533,0
0.35320975656258524,0
0.35518606481937726,0
0.3677542952011596,0
0.3556139047381258,0
0.373266450825437,0
0.3696941204730617,0
0.3751064414220977,0
0.3714143165491377,0
0.3648282753571805,0
0.3645286313049822,0
0.3644285143313829,0
0.35340003980684964,0
0.36072542538404734,0
0.36086678367652436,0
0.36998861084073437,0
0.3555019414972529,0
0.3530942963156517,0
0.34797698767339585,0
0.38263564209581435,0
0.36967126618193324,0
0.347499888977689,0
0.3473610555999556,0
0.3544048167857151,0
0.38232896018617224,0
0.37152797421994194,0
0.37552417283121625,0
0.381023356791371,0
0.3755662405465604,0
0.3434513511256042,0
0.35616240804749155,0
0.35629402758063544,0
0.34921067406825973,0
0.3127254693569144,0
0.3436770762710471,0
0.3014238104361083,0
0.27450232561927324,0
0.2931030096069271,0
0.27214421208209366,0
0.2595638245353004,0
0.2750375263127969,0
0.2566158525810059,0
0.2563877566052273,0
0.31339365185693774,0
0.28754596133829274,0
0.3014238104361083,0
0.29331715522264157,0
0.2832428700335877,0
0.28684483637421526,0
0.3074651546319818,0
0.28633341343162627,0
0.27987141179738967,0
0.3110928272104596,0
0.2990293677153795,0
0.31119159018662035,0
0.3013252530505639,0
0.30888879020239024,0
0.305365075658347,0
0.31119159018662035,0
0.28684483637421526,0
0.2903861306504401,0
0.2990293677153795,0
0.29926548606200276,0
0.284218874894354,0
0.3184200074993726,0
0.3514812409629417,0
0.38366222096231617,0
0.3612446087674679,0
0.3699550995333182,0
0.3221790408279492,0
0.3552619566484329,0
0.33168554619717866,0
0.3360025574070279,0
0.31820431622799467,0
0.305471124450463,0
0.308200243812551,0
0.32053562168661737,0
0.3292517659486495,0
0.3014557463875774,0
0.30023730033231827,0
0.31053260605424127,0
0.2787462202484323,0
0.3014557463875774,0
0.2858376852229102,0
0.2911834668440933,0
0.2952098889075451,0
0.33162644305425093,0
0.3252148893606105,0
0.34555018611960847,0
0.3194812457998019,0
0.28761333650101023,0
0.2992452634826855,0
0.3343713452924262,0
0.32565229477314844,0
0.34155803245139205,0
0.3235355101981111,0
0.37818874691099097,0
0.3566806494560336,0
0.3357011662478509,0
0.3673688790597737,0
0.35454069240919234,0
0.3085538271412608,0
0.3067252405763637,0
0.3208863076974249,0
0.3296161172972614,0
0.321241533020518,0
0.2980100206263418,0
0.3196995245760938,0
0.329498904395266,0
0.3317309703710122,0
0.3586493490989783,0
0.32362178500830346,0
0.3253783952642002,0
0.32352556922350767,0
0.34588221918515694,0
0.3378567658859309,0
0.34179675098709084,0
0.33959642985495175,0
0.3642710990346825,0
0.35844704674670486,0
0.3618422840034042,0
0.3419055689434324,0
0.34368869157033205,0
0.3418729796802262,0
0.34147071232226106,0
0.35216972382650935,0
0.31930022851052925,0
0.3294695522709283,0
0.3379359294202432,0
0.3293308781437639,0
0.27514197215965774,0
0.305304282307932,0
0.34298064563941383,0
0.364981751368636,0
0.3514491524760019,0
0.3868620972141512,0
0.3853722142522812,0
0.3853370316882555,0
0.3514491524760019,0
0.3469229821668717,0
0.34472967571887575,0
0.33810800008640013,0
0.337942063717707,0
0.32477775513834306,0
0.3248051428986598,0
0.33142347836953884,0
0.3378835026792509,0
0.3379119956170828,0
0.3230071337644549,0
0.3399854861200511,0
0.32935726155082756,0
0.34636271781547534,0
0.34639118169503325,0
0.3334565619392011,0
0.34639118169503325,0
0.35276821244162565,0
0.6445933668730435,1
0.7437814263401867,1
0.705973900285807,1
0.6944449718185869,1
0.7073611404192006,1
0.7247321472228156,1
0.7138306673184464,1
0.751186599133107,1
0.727730859220349,1
0.7379861435704342,1
0.7370125894634978,1
0.7993877422122546,1
0.745984853251485,1
0.778988143529525,1
0.7906734766594417,1
0.7899011690201346,1
0.7928880683723342,1
0.7792708396374475,1
0.7819875676639632,1
0.8064904325329257,1
0.8251060130646873,1
0.787902500289093,1
0.793533489048914,1
0.8214346592497332,1
0.8429608599812136,1
0.8296170431404041,1
0.603452316982213,1
0.6789406651744686,1
0.6513367315735101,1
0.7401576857306255,1
0.8064904325329257,1
0.8006496126254466,1
0.7624276439188379,1
0.7659433817562642,1
0.7526566597275774,1
0.7294536737563311,1
0.698275284883712,1
0.6704388287267204,1
0.7143248165403601,1
0.6667508582706985,1
0.6579839460111407,1
0.67502902254087,1
0.6731846526172867,1
0.6769347424427465,1
0.6668194767474521,1
0.6758554452919322,1
0.698275284883712,1
0.7046558599802036,1
0.7048334818208991,1
0.704784431624473,1
0.6854993110986388,1
0.668494292835527,1
0.6690746032295478,1
0.6417774511003805,1
0.6665397732905872,1
0.6482866980601583,1
0.6403913957258842,1
0.680968170387208,1
0.6747270585149598,1
0.6282981725530241,1
0.6483478569795327,1
0.6383461515894007,1
0.6517937135720628,1
0.6348389046205786,1
0.66294725278395,1
0.6536587418252179,1
0.6168592024588389,1
0.6129736831761435,1
0.6181779973531238,1
0.5819359549157371,1
0.6379572400543465,1
0.6002454603076928,1
0.6026578893112383,1
0.5878069590690578,1
0.6112732357549174,1
0.6041316767384779,1
0.5458589991096211,1
0.6231151420011103,1
0.617662695742518,1
0.5275437149764461,1
0.5666515207066266,1
0.5872815273370594,1
0.5823655993856198,1
0.538261668893734,1
0.6216844730717062,1
0.5877961892422647,1
0.602073616849418,1
0.6114828926064041,1
0.5875352368954821,1
0.5638209827620007,1
0.5853715442381947,1
0.5373209493964932,1
0.5642090999188994,1
0.5590877627639116,1
0.5637434081347101,1
0.5521736373342861,1
0.5724064154498173,1
0.5765723770382399,1
0.5420475736050167,1
0.5314294958127885,1
0.5549774520963482,1
0.5543791891265716,1
0.5610173025866834,1
0.5370138078219392,1
0.5261053110377286,1
0.526384176898987,1
0.5159671613802875,1
0.5320899077229102,1
0.5432366938719778,1
0.5055500297357853,1
0.5215096952976644,1
0.5385017468041601,1
0.5157077606282733,1
0.5217447687298036,1
0.5220807844094293,1
0.5216881926239196,1
0.5226399761474748,1
0.5224141603638827,1
0.5288256224594425,1
0.5115556517405903,1
0.517663941581875,1
0.48286354125321823,1
0.5001038002344855,1
0.48824190278634405,1
0.4884186870966432,1
0.5115556517405903,1
0.49406617743774367,1
0.5056404789990933,1
0.5644157204201916,1
0.6011000985873648,1
0.6855104068210793,1
0.5926708172266303,1
0.680499440512666,1
0.6153609849252492,1
0.6415947569135759,1
0.6011379786747878,1
0.5878199808043717,1
0.5770357279024382,1
0.6622702699639943,1
0.6602696678372757,1
0.6278631619425555,1
0.6461966782848815,1
0.6083190348679062,1
0.608869057485098,1
0.6429504194120222,1
0.6069892070693118,1
0.5564754215834468,1
0.571037338366457,1
0.556153003634196,1
0.5625199632201393,1
0.556153003634196,1
0.5969922628805945,1
0.5735861238436409,1
0.5745964210969201,1
0.5505394185211423,1
0.5453775700789278,1
0.5918795377998024,1
0.5812742527965351,1
0.5878787334337687,1
0.583204363523179,1
0.5900494095572749,1
0.545701033689738,1
0.5514408233806248,1
0.5748431361893414,1
0.6061815506482034,1
0.6690186298966218,1
0.7113312660242804,1
0.6982581337143938,1
0.6650101714499268,1
0.6363808173940205,1
0.6065132173300448,1
0.6199354805138998,1
0.6296796917607941,1
0.6356086520971281,1
0.649603498602921,1
0.6157303159747436,1
0.584291951771193,1
0.6380409512750217,1
0.6244698000879588,1
0.5581027662119885,1
0.5108083756173797,1
