Average_EAR,Drowsiness
0.09883537038808787,1
0.1137618435312211,1
0.0989716700975528,1
0.08360956308556175,1
0.12708137031794503,1
0.11799187222833261,1
0.11122445404672122,1
0.095080567882547,1
0.09082415968943411,1
0.11319518795781593,1
0.14605097051340873,1
0.14203935010592655,1
0.15581193057606885,1
0.13164767252838833,1
0.1255485869623279,1
0.10678627250104528,1
0.10591359433124782,1
0.10234635009564352,1
0.11059683331974147,1
0.13228966511772072,1
0.1109849336677623,1
0.13831646941167883,1
0.11555662375278636,1
0.10407650698767362,1
0.09132567284629323,1
0.08184880281535797,1
0.07352792622341443,1
0.080759067515104,1
0.10196473535919809,1
0.13039380706473197,1
0.12104998792643659,1
0.1286393547662874,1
0.1831552981165357,1
0.1845539955395295,1
0.12415532131829257,1
0.13151060070916978,1
0.12400370563611339,1
0.10872633600445525,1
0.08464757240680988,1
0.08989345421096703,1
0.13504512727485973,1
0.12428494419559535,1
0.08507544575079673,1
0.10756256207015132,1
0.0896454818335207,1
0.08221696261157724,1
0.10788516555935049,1
0.12365478720944734,1
0.11877860824251399,1
0.1181590561232461,1
0.09847631533593715,1
0.09123105287259084,1
0.10640327454643117,1
0.11386707168949446,1
0.10163931733219189,1
0.09548324532660696,1
0.10584810304971921,1
0.10677738473627585,1
0.08445660414744105,1
0.10047454942754533,1
0.1116734851819797,1
0.09289686438016034,1
0.0971176604887769,1
0.10610493493547944,1
0.11764002315012567,1
0.13341395247725588,1
0.13262902443319746,1
0.12595658496508302,1
0.11499056437167271,1
0.09329733725795006,1
0.10028396277891735,1
0.11555121371437,1
0.11823503005698527,1
0.127061854894279,1
0.09281084201636203,1
0.12205631771468635,1
0.12654936589162993,1
0.12097700381538298,1
0.13045667843823555,1
0.10180970494790169,1
0.08655969240271275,1
0.09241945749669957,1
0.09023502078748687,1
0.10335237966692451,1
0.1247095962514905,1
0.10712677804850915,1
0.11018825996050062,1
0.1287234168649557,1
0.11859698057597828,1
0.10115528623086868,1
0.10967992483215297,1
0.11706567392353093,1
0.10388567833360343,1
0.09592835814494183,1
0.09732474429088611,1
0.11393105193327313,1
0.14087957195768086,1
0.14820440402521512,1
0.17447294071399966,1
0.13027134866632117,1
0.32592561210255366,1
0.34681665101683956,1
0.2627599109796849,1
0.31562106200969475,1
0.14437980789670324,1
0.09545307559619366,1
0.10511092948428669,1
0.09561724758741795,1
0.08898083968229567,1
0.10225602473864207,1
0.11735942640138068,1
0.0899155608521415,1
0.09253179710666767,1
0.09598635221498233,1
0.06772119197784181,1
0.09604398496369285,1
0.0701689421148734,1
0.10249885945016937,1
0.10372082939720995,1
0.12087652448032749,1
0.0788309185135412,1
0.10270575145166672,1
0.0869024493397249,1
0.09778537552181799,1
0.09364000023171015,1
0.11494587650794584,1
0.07734293968894657,1
0.10683223026289762,1
0.08269333467452655,1
0.08906691507677494,1
0.06904749353790729,1
0.06845087473760404,1
0.06986153268441726,1
0.07491043340768953,1
0.09114114648518934,1
0.11660835312021565,1
0.0743525212662014,1
0.11438658661732785,1
0.09536607226856214,1
0.1071085656496405,1
0.09967085553771149,1
0.09965150450595242,1
0.10524189711656992,1
0.10465349259648375,1
0.10584444441331427,1
0.08935578429083285,1
0.08180848733452678,1
0.10213394939123988,1
0.10132157648444956,1
0.10224046589676505,1
0.1122216049184687,1
0.12019305098713831,1
0.12789366406052088,1
0.09527678851194424,1
0.09113503711091342,1
0.09950391494610655,1
0.09413455482191807,1
0.10994227637967895,1
0.08333063468936595,1
0.10796682007360081,1
0.1162500662892003,1
0.09300512877737555,1
0.08584458035473962,1
0.09972361950568107,1
0.09347760209793061,1
0.09290090406577456,1
0.0986359037967853,1
0.07615967937573637,1
0.09135501489721992,1
0.08713290778849951,1
0.08037639226056847,1
0.0740455373908247,1
0.08640819001073834,1
0.09146794734180977,1
0.09990524884817362,1
0.11086229156112179,1
0.11111587326570826,1
0.11301867484476522,1
0.1023544998810968,1
0.0954829151184471,1
0.05958402312661448,1
0.08534695656101123,1
0.08098071355211195,1
0.08303627595864974,1
0.08488004765502503,1
0.07889498302605444,1
0.11763230511072466,1
0.10491386804084231,1
0.1015076297205521,1
0.09057664578571059,1
0.09713057267454392,1
0.09461670455734043,1
0.09410385154156228,1
0.1367085651527615,1
0.10176124884081714,1
0.10928444573599042,1
0.10409308984788165,1
0.08514389534250966,1
0.0939632888441434,1
0.1018932970295883,1
0.1114276027104699,1
0.08481924348668077,1
0.10116783830939147,1
0.09117153425208106,1
0.09654484749846903,1
0.09780834960006396,1
0.11027982419721177,1
0.10451782320652357,1
0.12000742925154416,1
0.100978433684952,1
0.11109193144001875,1
0.12492091176574835,1
0.10631113651786256,1
0.09282721095851287,1
0.08486145815486246,1
0.100483634725367,1
0.09173081856206883,1
0.08997071529323104,1
0.08192967639057742,1
0.09880118856881331,1
0.10993742868603254,1
0.1196559639950912,1
0.18463356840758605,1
0.14750562145311863,1
0.11656608439948252,1
0.1811628962092115,1
0.3485188544490426,1
0.13037759905543797,1
0.12785160593278255,1
0.10720165762141895,1
0.1322765410937153,1
0.12863760100562643,1
0.12349252454202429,1
0.11331773195785841,1
0.11642405575046152,1
0.10092716051429909,1
0.10817260548030583,1
0.12084363850026576,1
0.1119261426024314,1
0.12184177298871618,1
0.1341695009709692,1
0.10299694798331965,1
0.1379130483919992,1
0.13941389499101547,1
0.13240978483855792,1
0.13277956232803692,1
0.14562726730337283,1
0.14223679459543634,1
0.13388932366614767,1
0.13699990974677645,1
0.13555506756493868,1
0.13997567440949038,1
0.16273401201416798,1
0.16315285675942837,1
0.17448941647071556,1
